,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
1069,1069,1069,1069,"Just for reference, you'll find available bed and hospital address, ambulance support and cantact you'll get on the website.
#KolkataCovid #CoronaPandemic
#COVID #COVID19

https://excise.wb.gov.in/CHMS/Public/Page/CHMS_Public_Hospital_Bed_Availability.aspx…",en,"['#KolkataCovid', '#CoronaPandemic', '#COVID', '#COVID19']",[],['https://excise.wb.gov.in/CHMS/Public/Page/CHMS_Public_Hospital_Bed_Availability.aspx…'],"['Just', 'for', 'reference', 'you', ""'ll"", 'find', 'available', 'bed', 'and', 'hospital', 'address', 'ambulance', 'support', 'and', 'cantact', 'you', ""'ll"", 'get', 'on', 'the', 'website', 'KolkataCovid', 'CoronaPandemic', 'COVID', 'COVID19', 'https', 'excise.wb.gov.in/CHMS/Public/Page/CHMS_Public_Hospital_Bed_Availability.aspx…']","['support', 'ambulance', ""'ll"", 'Just', 'excise.wb.gov.in/CHMS/Public/Page/CHMS_Public_Hospital_Bed_Availability.aspx…', 'available', 'find', 'COVID19', 'KolkataCovid', 'reference', 'get', 'COVID', 'CoronaPandemic', 'website', 'cantact', 'address', 'https', 'hospital', 'bed']",Just for reference youll find available bed and hospital address ambulance support and cantact youll get on the website 
1070,1070,1070,1070,"On this mother's day....

let's pray for the speedy recovery of every mother of India... who is suffering from covid-19 right now...
#MothersDay #covidsafeindia",en,"['#MothersDay', '#covidsafeindia']",[],[],"['On', 'this', 'mother', ""'s"", 'day', 'let', ""'s"", 'pray', 'for', 'the', 'speedy', 'recovery', 'of', 'every', 'mother', 'of', 'India', 'who', 'is', 'suffering', 'from', 'covid-19', 'right', 'now', 'MothersDay', 'covidsafeindia']","['MothersDay', 'mother', 'On', 'let', 'suffering', 'day', 'India', 'covid-19', 'every', 'right', 'speedy', 'pray', 'recovery', 'covidsafeindia', ""'s""]",On this mothers day lets pray for the speedy recovery of every mother of India who is suffering from covid19 right now 
1071,1071,1071,1071,WHO lists Sinopharm COVID-19 vaccine for emergency use,en,[],[],[],"['WHO', 'lists', 'Sinopharm', 'COVID-19', 'vaccine', 'for', 'emergency', 'use']","['WHO', 'vaccine', 'COVID-19', 'use', 'emergency', 'Sinopharm', 'lists']",WHO lists Sinopharm COVID19 vaccine for emergency use
1072,1072,1072,1072,"India could see a staggering one million deaths from COVID-19 by August1,according to an editorial in the British medical journal Lancet.
If that outcome were to happen, BJP Govt would be responsible for presiding over a self-inflicted national catastrophe, the journal reviewed.",en,[],[],[],"['India', 'could', 'see', 'a', 'staggering', 'one', 'million', 'deaths', 'from', 'COVID-19', 'by', 'August1', 'according', 'to', 'an', 'editorial', 'in', 'the', 'British', 'medical', 'journal', 'Lancet', 'If', 'that', 'outcome', 'were', 'to', 'happen', 'BJP', 'Govt', 'would', 'be', 'responsible', 'for', 'presiding', 'over', 'a', 'self-inflicted', 'national', 'catastrophe', 'the', 'journal', 'reviewed']","['medical', 'outcome', 'Govt', 'self-inflicted', 'million', 'journal', 'one', 'would', 'staggering', 'If', 'COVID-19', 'BJP', 'catastrophe', 'see', 'August1', 'Lancet', 'could', 'responsible', 'British', 'according', 'India', 'deaths', 'presiding', 'editorial', 'national', 'reviewed', 'happen']","India could see a staggering one million deaths from COVID19 by August1according to an editorial in the British medical journal Lancet
If that outcome were to happen BJP Govt would be responsible for presiding over a selfinflicted national catastrophe the journal reviewed"
1073,1073,1073,1073,"COVID-19 vaccine rollout by India has rescued the world' from pandemic, says Dr Peter Hotez",en,[],[],[],"['COVID-19', 'vaccine', 'rollout', 'by', 'India', 'has', 'rescued', 'the', 'world', 'from', 'pandemic', 'says', 'Dr', 'Peter', 'Hotez']","['rescued', 'rollout', 'world', 'Peter', 'vaccine', 'COVID-19', 'pandemic', 'says', 'Dr', 'Hotez', 'India']",COVID19 vaccine rollout by India has rescued the world from pandemic says Dr Peter Hotez
1074,1074,1074,1074,"Replying to 
@republic",en,[],['@republic'],[],"['Replying', 'to', 'republic']","['republic', 'Replying']",Replying to 
1075,1075,1075,1075,"The Nation needs the contribution of those who recovered from COVID-19 in recent days. Every few seconds, someone, somewhere in the country needs Plasma to be alive.

Share this link, It may save someone's life 

https://forms.gle/rMn9ES32u9BGPc8u6…


@yaifoundations
 ",en,[],['@yaifoundations'],['https://forms.gle/rMn9ES32u9BGPc8u6…'],"['The', 'Nation', 'needs', 'the', 'contribution', 'of', 'those', 'who', 'recovered', 'from', 'COVID-19', 'in', 'recent', 'days', 'Every', 'few', 'seconds', 'someone', 'somewhere', 'in', 'the', 'country', 'needs', 'Plasma', 'to', 'be', 'alive', 'Share', 'this', 'link', 'It', 'may', 'save', 'someone', ""'s"", 'life', 'https', 'forms.gle/rMn9ES32u9BGPc8u6…', 'yaifoundations']","['The', 'Share', 'save', 'Plasma', 'yaifoundations', 'COVID-19', 'seconds', 'someone', 'Nation', 'recovered', 'link', 'somewhere', 'It', ""'s"", 'days', 'may', 'country', 'life', 'contribution', 'forms.gle/rMn9ES32u9BGPc8u6…', 'needs', 'alive', 'https', 'recent', 'Every']",The Nation needs the contribution of those who recovered from COVID19 in recent days Every few seconds someone somewhere in the country needs Plasma to be alive Share this link It may save someones life  
1076,1076,1076,1076,"Replying to 
@DChaurasia2312",en,[],['@DChaurasia2312'],[],"['Replying', 'to', 'DChaurasia2312']","['DChaurasia2312', 'Replying']",Replying to 
1077,1077,1077,1077,"The Supreme Court has set up a twelve-(member National Task Force (NTF) to facilitate a public health response to COVID-19.
The NTF, which has medical experts and doctors will specifically address issues relating to streamlining of oxygen allocation to different states,",en,[],[],[],"['The', 'Supreme', 'Court', 'has', 'set', 'up', 'a', 'twelve', 'member', 'National', 'Task', 'Force', 'NTF', 'to', 'facilitate', 'a', 'public', 'health', 'response', 'to', 'COVID-19', 'The', 'NTF', 'which', 'has', 'medical', 'experts', 'and', 'doctors', 'will', 'specifically', 'address', 'issues', 'relating', 'to', 'streamlining', 'of', 'oxygen', 'allocation', 'to', 'different', 'states']","['The', 'health', 'medical', 'NTF', 'National', 'twelve', 'Force', 'experts', 'COVID-19', 'allocation', 'states', 'issues', 'set', 'member', 'specifically', 'relating', 'Court', 'facilitate', 'Task', 'Supreme', 'response', 'doctors', 'different', 'address', 'oxygen', 'public', 'streamlining']","The Supreme Court has set up a twelve(member National Task Force (NTF) to facilitate a public health response to COVID19
The NTF which has medical experts and doctors will specifically address issues relating to streamlining of oxygen allocation to different states"
1078,1078,1078,1078,"8 COVID-19 survivors lose eyesight in Surat due to mucormycosis, known as black fungus",en,[],[],[],"['8', 'COVID-19', 'survivors', 'lose', 'eyesight', 'in', 'Surat', 'due', 'to', 'mucormycosis', 'known', 'as', 'black', 'fungus']","['Surat', 'black', 'known', 'survivors', 'fungus', 'lose', 'eyesight', 'COVID-19', '8', 'due', 'mucormycosis']",8 COVID19 survivors lose eyesight in Surat due to mucormycosis known as black fungus
1079,1079,1079,1079,"Why you shouldn’t use #steroid in #Covid unnecessarily, indiscriminately and non judiciously. White paper from a group of leading Critical care experts, Pulmonolgist, Endocrinologist and Diabetologist from Kolkata. Kindly note and take action please  
@ICMRDELHI
 
@SAMITGHOSAL",en,"['#steroid', '#Covid']","['@ICMRDELHI', '@SAMITGHOSAL']",[],"['Why', 'you', 'shouldn', '’', 't', 'use', 'steroid', 'in', 'Covid', 'unnecessarily', 'indiscriminately', 'and', 'non', 'judiciously', 'White', 'paper', 'from', 'a', 'group', 'of', 'leading', 'Critical', 'care', 'experts', 'Pulmonolgist', 'Endocrinologist', 'and', 'Diabetologist', 'from', 'Kolkata', 'Kindly', 'note', 'and', 'take', 'action', 'please', 'ICMRDELHI', 'SAMITGHOSAL']","['please', 'ICMRDELHI', 'Why', 'group', 'Kindly', 'judiciously', 'experts', 'unnecessarily', 'Kolkata', 'leading', 'action', 'Critical', 'SAMITGHOSAL', 'non', 'Pulmonolgist', 'Endocrinologist', 'Diabetologist', 'Covid', 'steroid', 'take', 'White', 'note', 'care', 'use', 'indiscriminately', 'paper', '’']",Why you shouldn’t use in unnecessarily indiscriminately and non judiciously White paper from a group of leading Critical care experts Pulmonolgist Endocrinologist and Diabetologist from Kolkata Kindly note and take action please 
1080,1080,1080,1080,"@prasidh43
 tested positive for covid-19.. 
#getwellsoon 
#StayHomeStaySafe 
#StayStrongIndia ",en,"['#getwellsoon', '#StayHomeStaySafe', '#StayStrongIndia']",['@prasidh43'],[],"['prasidh43', 'tested', 'positive', 'for', 'covid-19', 'getwellsoon', 'StayHomeStaySafe', 'StayStrongIndia']","['positive', 'tested', 'StayHomeStaySafe', 'getwellsoon', 'prasidh43', 'StayStrongIndia', 'covid-19']", tested positive for covid19 
1081,1081,1081,1081," SENDS MORE URGENT MEDICAL SUPPLIES TO  

The UK is sending these oxygen generators from Northern Ireland to India to tackle Covid-19.

UK and India are a #forceforgood in the fight against #Coronavirus.",en,"['#forceforgood', '#Coronavirus.']",[],[],"['SENDS', 'MORE', 'URGENT', 'MEDICAL', 'SUPPLIES', 'TO', 'The', 'UK', 'is', 'sending', 'these', 'oxygen', 'generators', 'from', 'Northern', 'Ireland', 'to', 'India', 'to', 'tackle', 'Covid-19', 'UK', 'and', 'India', 'are', 'a', 'forceforgood', 'in', 'the', 'fight', 'against', 'Coronavirus']","['The', 'generators', 'URGENT', 'Ireland', 'fight', 'Northern', 'MORE', 'sending', 'UK', 'MEDICAL', 'TO', 'Coronavirus', 'SENDS', 'India', 'oxygen', 'tackle', 'Covid-19', 'SUPPLIES', 'forceforgood']", SENDS MORE URGENT MEDICAL SUPPLIES TO The UK is sending these oxygen generators from Northern Ireland to India to tackle Covid19 UK and India are a in the fight against 
1082,1082,1082,1082,"Stop Unwanted Acts , Instead focus on Combating Covid 19 & Lowering Finance Burden .",en,[],[],[],"['Stop', 'Unwanted', 'Acts', 'Instead', 'focus', 'on', 'Combating', 'Covid', '19', 'Lowering', 'Finance', 'Burden']","['Lowering', 'Stop', 'Instead', 'focus', '19', 'Combating', 'Finance', 'Unwanted', 'Burden', 'Covid', 'Acts']",Stop Unwanted Acts  Instead focus on Combating Covid 19  Lowering Finance Burden 
1083,1083,1083,1083,Coronavirus Disease 2019 (COVID-19) Resources for Health Professionals https://fda.gov/health-professionals/coronavirus-disease-2019-covid-19-resources-health-professionals…,en,[],[],['https://fda.gov/health-professionals/coronavirus-disease-2019-covid-19-resources-health-professionals…'],"['Coronavirus', 'Disease', '2019', 'COVID-19', 'Resources', 'for', 'Health', 'Professionals', 'https', 'fda.gov/health-professionals/coronavirus-disease-2019-covid-19-resources-health-professionals…']","['fda.gov/health-professionals/coronavirus-disease-2019-covid-19-resources-health-professionals…', 'Professionals', 'https', 'COVID-19', '2019', 'Resources', 'Coronavirus', 'Health', 'Disease']",Coronavirus Disease 2019 (COVID19) Resources for Health Professionals 
1084,1084,1084,1084,COVID-19 Vaccines,en,[],[],[],"['COVID-19', 'Vaccines']","['COVID-19', 'Vaccines']",COVID19 Vaccines
1085,1085,1085,1085,"@CovidIndiaSeva
 After recovering from Covid-19 when can I take the vaccination?",en,[],['@CovidIndiaSeva'],[],"['CovidIndiaSeva', 'After', 'recovering', 'from', 'Covid-19', 'when', 'can', 'I', 'take', 'the', 'vaccination']","['take', 'CovidIndiaSeva', 'recovering', 'Covid-19', 'After', 'vaccination', 'I']", After recovering from Covid19 when can I take the vaccination
1086,1086,1086,1086,"We shall combat the fight with #Corona...May  God bless all..
Prayers for all ",en,['#Corona...May'],[],[],"['We', 'shall', 'combat', 'the', 'fight', 'with', 'Corona', 'May', 'God', 'bless', 'all', 'Prayers', 'for', 'all']","['combat', 'shall', 'bless', 'Prayers', 'Corona', 'May', 'fight', 'God', 'We']","We shall combat the fight with God bless all
Prayers for all "
1087,1087,1087,1087,"Don't panic, follow the #COVID protocols, stay safe. #CovidHelpDesk (it has added more volunteers) is with you. Together we will overcome. Requesting 
@paramspeak
, 
@swastika24
, 
@srijitspeaketh
, 
@idevadhikari
, 
@nusratchirps
 & 
@mimichakraborty
 to spread the word.
#BengalFightsCorona",en,"['#COVID', '#CovidHelpDesk', '#BengalFightsCorona']","['@paramspeak', '@swastika24', '@srijitspeaketh', '@idevadhikari', '@nusratchirps', '@mimichakraborty']",[],"['Do', ""n't"", 'panic', 'follow', 'the', 'COVID', 'protocols', 'stay', 'safe', 'CovidHelpDesk', 'it', 'has', 'added', 'more', 'volunteers', 'is', 'with', 'you', 'Together', 'we', 'will', 'overcome', 'Requesting', 'paramspeak', 'swastika24', 'srijitspeaketh', 'idevadhikari', 'nusratchirps', 'mimichakraborty', 'to', 'spread', 'the', 'word', 'BengalFightsCorona']","[""n't"", 'nusratchirps', 'swastika24', 'word', 'Together', 'panic', 'protocols', 'Do', 'mimichakraborty', 'BengalFightsCorona', 'safe', 'COVID', 'CovidHelpDesk', 'volunteers', 'paramspeak', 'Requesting', 'added', 'spread', 'idevadhikari', 'srijitspeaketh', 'stay', 'overcome', 'follow']",Dont panic follow the protocols stay safe (it has added more volunteers) is with you Together we will overcome Requesting      to spread the word 
1088,1088,1088,1088,"@ICMRDELHI
 I have not tested in last 39/60/90 days & neither do I have any symptoms ! Still in Aarogya Setu app my number is showing as Covid-19 Positive !!",en,[],['@ICMRDELHI'],[],"['ICMRDELHI', 'I', 'have', 'not', 'tested', 'in', 'last', '39/60/90', 'days', 'neither', 'do', 'I', 'have', 'any', 'symptoms', 'Still', 'in', 'Aarogya', 'Setu', 'app', 'my', 'number', 'is', 'showing', 'as', 'Covid-19', 'Positive']","['app', 'I', 'days', 'neither', 'Still', 'last', 'tested', 'Positive', 'ICMRDELHI', 'Covid-19', 'showing', 'Aarogya', 'symptoms', '39/60/90', 'Setu', 'number']", I have not tested in last 39/60/90 days  neither do I have any symptoms  Still in Aarogya Setu app my number is showing as Covid19 Positive 
1089,1089,1089,1089,"@PMOIndia
 
@NamoApp
 Hon'ble P M .Sub: Standard Vaccines doge of Covid 19 for the babies and children below 18.Sir, With profound honour I request you to ask the concerned scientists and doctors to mention the requisite doge for them as mentioned above. Most urgent.Sailen Dey,",en,[],"['@PMOIndia', '@NamoApp']",[],"['PMOIndia', 'NamoApp', ""Hon'ble"", 'P', 'M', 'Sub', 'Standard', 'Vaccines', 'doge', 'of', 'Covid', '19', 'for', 'the', 'babies', 'and', 'children', 'below', '18.Sir', 'With', 'profound', 'honour', 'I', 'request', 'you', 'to', 'ask', 'the', 'concerned', 'scientists', 'and', 'doctors', 'to', 'mention', 'the', 'requisite', 'doge', 'for', 'them', 'as', 'mentioned', 'above', 'Most', 'urgent.Sailen', 'Dey']","['Dey', 'honour', 'concerned', 'P', 'doge', 'request', 'babies', 'requisite', 'ask', 'urgent.Sailen', 'NamoApp', 'With', '19', 'mention', 'Covid', 'mentioned', '18.Sir', 'Vaccines', 'I', 'PMOIndia', 'Standard', 'Sub', 'doctors', ""Hon'ble"", 'Most', 'children', 'profound', 'M', 'scientists']", Honble P M Sub: Standard Vaccines doge of Covid 19 for the babies and children below 18Sir With profound honour I request you to ask the concerned scientists and doctors to mention the requisite doge for them as mentioned above Most urgentSailen Dey
1090,1090,1090,1090,"Pic of #India today. No oxygen, empty blood banks, no hospital beds, non availability of #Remdisivir, no supply of #vaccine. Who's going to take the onus? 
#NotSoProudIndian #COVID19 #Covid #IndiaChoked #PMOIndia 
#fridaymorning #shameful",en,"['#India', '#Remdisivir,', '#vaccine.', '#NotSoProudIndian', '#COVID19', '#Covid', '#IndiaChoked', '#PMOIndia', '#fridaymorning', '#shameful']",[],[],"['Pic', 'of', 'India', 'today', 'No', 'oxygen', 'empty', 'blood', 'banks', 'no', 'hospital', 'beds', 'non', 'availability', 'of', 'Remdisivir', 'no', 'supply', 'of', 'vaccine', 'Who', ""'s"", 'going', 'to', 'take', 'the', 'onus', 'NotSoProudIndian', 'COVID19', 'Covid', 'IndiaChoked', 'PMOIndia', 'fridaymorning', 'shameful']","['shameful', 'beds', 'IndiaChoked', 'Who', 'blood', 'COVID19', 'fridaymorning', 'today', 'empty', 'NotSoProudIndian', 'non', ""'s"", 'Remdisivir', 'going', 'onus', 'availability', 'Covid', 'No', 'India', 'take', 'banks', 'PMOIndia', 'vaccine', 'oxygen', 'supply', 'Pic', 'hospital']",Pic of today No oxygen empty blood banks no hospital beds non availability of no supply of Whos going to take the onus 
1091,1091,1091,1091,"Eating Carbohydrates/Sugar in excess regularly always leads to disaster.

Change your food habit now!

Eat Proteins and Fats

#covid_19 #nutrition #stayfitstayraw #befitwithraj",en,"['#covid_19', '#nutrition', '#stayfitstayraw', '#befitwithraj']",[],[],"['Eating', 'Carbohydrates/Sugar', 'in', 'excess', 'regularly', 'always', 'leads', 'to', 'disaster', 'Change', 'your', 'food', 'habit', 'now', 'Eat', 'Proteins', 'and', 'Fats', 'covid_19', 'nutrition', 'stayfitstayraw', 'befitwithraj']","['food', 'always', 'covid_19', 'disaster', 'Carbohydrates/Sugar', 'Eat', 'excess', 'regularly', 'Change', 'Eating', 'habit', 'stayfitstayraw', 'Fats', 'befitwithraj', 'nutrition', 'Proteins', 'leads']",Eating Carbohydrates/Sugar in excess regularly always leads to disaster Change your food habit now Eat Proteins and Fats 
1092,1092,1092,1092,First thing Mamata Banerjee says when she's addressing the people is to maintain COVID protocols and not hold victory processions. Reiterates that COVID-19 is first priority.,en,[],[],[],"['First', 'thing', 'Mamata', 'Banerjee', 'says', 'when', 'she', ""'s"", 'addressing', 'the', 'people', 'is', 'to', 'maintain', 'COVID', 'protocols', 'and', 'not', 'hold', 'victory', 'processions', 'Reiterates', 'that', 'COVID-19', 'is', 'first', 'priority']","['Mamata', 'people', 'First', 'first', 'processions', 'Banerjee', 'victory', 'thing', 'COVID-19', 'maintain', 'priority', 'protocols', 'Reiterates', 'says', 'addressing', 'hold', 'COVID', ""'s""]",First thing Mamata Banerjee says when shes addressing the people is to maintain COVID protocols and not hold victory processions Reiterates that COVID19 is first priority
