tweet,clean_tweet,hastags,attherate,urls,emojis,tokenized_Tweet,filteredToken,label
"Pfizer &amp; Moderna claim their vaccines very safe &amp; effective Estimated &gt; 1000 deaths asso w Pfizer vaccines in Nor Spain German etc Pfizer is exempted from legal suits by politicians 🙄🤔Collusion❓ Chance of dying from Covid is 5 in 10,000 ⏩3 by vaccine❓  https://t.co/OR1QmkkBS3",pfizer moderna claim vaccin safe effect estim death asso pfizer vaccin spain german pfizer exempt legal suit politician collus chanc die covid vaccin ,[],[],['https://t.co/OR1QmkkBS3'],"['🙄', '🤔', '❓', '⏩', '❓']","['pfizer', 'moderna', 'claim', 'their', 'vaccines', 'very', 'safe', 'effective', 'estimated', 'deaths', 'asso', 'w', 'pfizer', 'vaccines', 'in', 'nor', 'spain', 'german', 'pfizer', 'is', 'exempted', 'legal', 'suits', 'by', 'politicians', 'collusion', 'chance', 'of', 'dying', 'covid', 'is', 'in', 'by', 'vaccine']","['pfizer', 'moderna', 'claim', 'vaccine', 'safe', 'effective', 'estimated', 'death', 'asso', 'w', 'pfizer', 'vaccine', 'spain', 'german', 'pfizer', 'exempted', 'legal', 'suit', 'politician', 'collusion', 'chance', 'dying', 'covid', 'vaccine']",0
We recently published the predictors of hospitalization among older adults with COVID-19  https://t.co/GghAqZSs9t #COVID19 #CoronaVirusUpdates #geriatrics,recent publish predictor hospit older adult covid ,"['#COVID19', '#CoronaVirusUpdates', '#geriatrics']",[],['https://t.co/GghAqZSs9t'],[],"['we', 'recently', 'published', 'predictors', 'of', 'hospitalization', 'among', 'older', 'adults', 'with', 'covid']","['recently', 'published', 'predictor', 'hospitalization', 'among', 'older', 'adult', 'covid']",0
@Alhamdhulillaah Them dey do Covid test 150AED private clinics.  But govt own na free. None will stop me.,dey covid test privat clinic govt free stop ,[],['@Alhamdhulillaah'],[],[],"['them', 'dey', 'covid', 'test', 'aed', 'private', 'clinics', 'but', 'govt', 'own', 'na', 'free', 'none', 'will', 'stop', 'me']","['dey', 'covid', 'test', 'aed', 'private', 'clinic', 'govt', 'na', 'free', 'none', 'stop']",0
"@YMasannat @VGDakessian Time will tell! So far, and based on the data from millions of people vaccinated around the world, the potential benefits from vaccination against COVID-19 far outweigh the potential side-effects  https://t.co/S8oth5jEEW  https://t.co/1Gjrx3lSYO",time tell far base data million peopl vaccin world potenti benefit vaccin covid far outweigh potenti sideeffect ,[],"['@YMasannat', '@VGDakessian']","['https://t.co/S8oth5jEEW', 'https://t.co/1Gjrx3lSYO']",[],"['time', 'will', 'tell', 'so', 'far', 'and', 'based', 'on', 'data', 'millions', 'of', 'people', 'vaccinated', 'around', 'world', 'potential', 'benefits', 'vaccination', 'against', 'covid', 'far', 'outweigh', 'potential', 'sideeffects']","['time', 'tell', 'far', 'based', 'data', 'million', 'people', 'vaccinated', 'around', 'world', 'potential', 'benefit', 'vaccination', 'covid', 'far', 'outweigh', 'potential', 'sideeffects']",0
Texas and Mississippi lifts ALL its COVID-19 precautions  https://t.co/ni5ZAhDq0A via @MailOnline,texa mississippi lift covid precaut ,[],['@MailOnline'],['https://t.co/ni5ZAhDq0A'],[],"['texas', 'and', 'mississippi', 'lifts', 'all', 'its', 'covid', 'precautions', 'via']","['texas', 'mississippi', 'lift', 'covid', 'precaution', 'via']",0
CDC Says It's Not Time to Ease Up on Covid Restrictions  https://t.co/sOB844tOFi,cdc time eas covid restrict ,[],[],['https://t.co/sOB844tOFi'],[],"['cdc', 'says', 'its', 'time', 'to', 'ease', 'up', 'on', 'covid', 'restrictions']","['cdc', 'say', 'time', 'ease', 'covid', 'restriction']",0
“The lymph nodes in your armpit area that we see on your mammogram are larger on the side where you had your recent Covid-19 vaccine”... @YMasannat @VGDakessian,lymph node armpit area mammogram larger recent covid vaccin ,[],"['@YMasannat', '@VGDakessian']",[],[],"['“', 'the', 'lymph', 'nodes', 'in', 'your', 'armpit', 'area', 'that', 'we', 'on', 'your', 'mammogram', 'are', 'larger', 'on', 'side', 'where', 'you', 'had', 'your', 'recent', 'covid', 'vaccine', '”']","['“the', 'lymph', 'node', 'armpit', 'area', 'mammogram', 'larger', 'side', 'recent', 'covid', 'vaccine”']",0
Preparing New kinds of Knowledge to be Highlighted in Post-Covid-19 Transitioning to serve people and government around the world as a basic necessary perceptions have to be built before. For easier for running all policies moving forward to SDGs as fast as possible👉,prepar new kind knowledg highlight postcovid transit serv peopl govern world basic necessari percept built easier polici move forward sdg fast possibl ,[],[],[],['👉'],"['preparing', 'new', 'kinds', 'of', 'knowledge', 'to', 'highlighted', 'in', 'postcovid', 'transitioning', 'to', 'serve', 'people', 'and', 'government', 'around', 'world', 'as', 'a', 'basic', 'necessary', 'perceptions', 'have', 'to', 'built', 'before', 'for', 'easier', 'for', 'running', 'all', 'policies', 'moving', 'forward', 'to', 'sdgs', 'as', 'fast', 'as', 'possible']","['preparing', 'new', 'kind', 'knowledge', 'highlighted', 'postcovid', 'transitioning', 'serve', 'people', 'government', 'around', 'world', 'basic', 'necessary', 'perception', 'built', 'easier', 'running', 'policy', 'moving', 'forward', 'sdgs', 'fast', 'possible']",0
@Asad_Umar till date  no update on Ami ‘s Covid vaccine ! The auto response is only stating we will let you know !!! It’s been over 2 weeks ! @fslsltn #COVID19Vaccination all talk no execution !!,till date updat ami covid vaccin auto respons state week talk execut ,['#COVID19Vaccination'],"['@Asad_Umar', '@fslsltn']",[],[],"['till', 'date', 'no', 'update', 'on', 'ami', '‘', 's', 'covid', 'vaccine', 'auto', 'response', 'is', 'only', 'stating', 'we', 'will', 'you', 'it', '’', 's', 'been', 'over', 'weeks', 'all', 'talk', 'no', 'execution']","['till', 'date', 'update', 'ami', '‘s', 'covid', 'vaccine', 'auto', 'response', 'stating', 'it’s', 'week', 'talk', 'execution']",0
Philippines is waiting for the next batch of #donated Covid vaccines 💉 #gustokongmaluha 😭,philippin wait batch covid vaccin ,"['#donated', '#gustokongmaluha']",[],[],"['💉', '😭']","['philippines', 'is', 'waiting', 'for', 'next', 'batch', 'of', 'covid', 'vaccines']","['philippine', 'waiting', 'next', 'batch', 'covid', 'vaccine']",0
After a very long couple of weeks our grandmother is now home from Hulhumale’ Covid Facility.  Thank you to everyone who helped to take care of her &amp; my mother there.,long coupl week grandmoth home hulhumal covid facil help care mother ,[],[],[],[],"['after', 'a', 'very', 'long', 'couple', 'of', 'weeks', 'our', 'grandmother', 'is', 'now', 'home', 'hulhumale', '’', 'covid', 'facility', 'you', 'to', 'everyone', 'who', 'helped', 'to', 'care', 'of', 'her', 'my', 'mother', 'there']","['long', 'couple', 'week', 'grandmother', 'home', 'hulhumale’', 'covid', 'facility', 'everyone', 'helped', 'care', 'mother']",0
Excellent service by the BKC Covid hospital thank you 🙏🏻,excel servic bkc covid hospit ,[],[],[],['🙏🏻'],"['excellent', 'service', 'by', 'bkc', 'covid', 'hospital', 'you']","['excellent', 'service', 'bkc', 'covid', 'hospital']",0
@ShashiTharoor Mr. Tharoor I am quite Apolitical but seeing a post like this from someone like you? Past 6 Q are almost all Covid impacted!,tharoor apolit post like like past covid impact ,[],['@ShashiTharoor'],[],[],"['mr', 'tharoor', 'i', 'am', 'quite', 'apolitical', 'but', 'seeing', 'a', 'post', 'like', 'this', 'someone', 'like', 'you', 'past', 'q', 'are', 'almost', 'all', 'covid', 'impacted']","['mr', 'tharoor', 'quite', 'apolitical', 'seeing', 'post', 'like', 'someone', 'like', 'past', 'q', 'almost', 'covid', 'impacted']",0
"In this Covid era, I guess I’m gonna need one. Dildo ain’t doing shit to me",covid era guess gon dildo aint shit ,[],[],[],[],"['in', 'this', 'covid', 'era', 'i', 'guess', 'i', '’', 'm', 'gon', 'na', 'one', 'dildo', 'ain', '’', 't', 'doing', 'shit', 'to', 'me']","['covid', 'era', 'guess', 'i’m', 'gonna', 'one', 'dildo', 'ain’t', 'shit']",0
"The Covid Vaccination Drive in Mumbai has degenerated into total chaos.  All 3 Govts- Centre,State and BMC need to get their act together  #CoWIN 4/4",covid vaccin drive mumbai degener total chao govt centrest bmc act ,['#CoWIN'],[],[],[],"['covid', 'vaccination', 'drive', 'in', 'mumbai', 'has', 'degenerated', 'into', 'total', 'chaos', 'all', 'govts', 'centrestate', 'and', 'bmc', 'to', 'their', 'act', 'together']","['covid', 'vaccination', 'drive', 'mumbai', 'degenerated', 'total', 'chaos', 'govts', 'centrestate', 'bmc', 'act', 'together']",0
"2/2 They really need to check their behaviour if they treat passengers like this for doing the right thing in a city witnessing a surge in Covid numbers.@CMOMaharashtra @CSMIA_Official   Yours sincerely,  A potential COVID victim (thanks to your negligence)",check behaviour treat passeng like thing citi wit surg covid number sincer potenti covid victim neglig ,[],['@CSMIA_Official'],[],[],"['they', 'really', 'to', 'check', 'their', 'behaviour', 'if', 'they', 'treat', 'passengers', 'like', 'this', 'for', 'doing', 'thing', 'in', 'a', 'city', 'witnessing', 'a', 'surge', 'in', 'covid', 'numbers', 'yours', 'sincerely', 'a', 'potential', 'covid', 'victim', 'thanks', 'to', 'your', 'negligence']","['really', 'check', 'behaviour', 'treat', 'passenger', 'like', 'thing', 'city', 'witnessing', 'surge', 'covid', 'number', 'sincerely', 'potential', 'covid', 'victim', 'thanks', 'negligence']",0
"@_Nermz_ Yes, cause there is no other option, and their chances if they got hit with COVID is way lesser than younger ages, in addition no harm comes from taking the Vaccine and it was proven by experience in lots of countries.",caus option chanc hit covid way lesser younger age addit harm vaccin proven experi countri ,[],['@_Nermz_'],[],[],"['yes', 'cause', 'there', 'is', 'no', 'other', 'option', 'and', 'their', 'chances', 'if', 'they', 'got', 'hit', 'with', 'covid', 'is', 'way', 'lesser', 'than', 'younger', 'ages', 'in', 'addition', 'no', 'harm', 'comes', 'taking', 'vaccine', 'and', 'it', 'was', 'proven', 'by', 'experience', 'in', 'lots', 'of', 'countries']","['yes', 'cause', 'option', 'chance', 'got', 'hit', 'covid', 'way', 'lesser', 'younger', 'age', 'addition', 'harm', 'come', 'taking', 'vaccine', 'proven', 'experience', 'lot', 'country']",0
"@air_intel I’ve taken hundreds of pics, which I intend to post the whole time I wait for my Covid test. This is going to be one long night",ive hundr pic intend post time wait covid test long night ,[],['@air_intel'],[],[],"['i', '’', 've', 'taken', 'hundreds', 'of', 'pics', 'which', 'i', 'intend', 'to', 'post', 'whole', 'time', 'i', 'wait', 'for', 'my', 'covid', 'test', 'this', 'is', 'going', 'to', 'one', 'long', 'night']","['i’ve', 'taken', 'hundred', 'pic', 'intend', 'post', 'whole', 'time', 'wait', 'covid', 'test', 'going', 'one', 'long', 'night']",0
"For all the vaccines we're gifting to other nations, I doubt our turn for the #covid #vaccine will come by even in 2021.The hardworking,taxpaying,honest citizens, us!The future of the nation, young economy engines,the blah blah blah! The effin' stress will give me comorbidities.",vaccin gift nation doubt turn hardworkingtaxpayinghonest citizen usth futur nation young economi enginesth blah blah blah effin stress comorbid ,"['#covid', '#vaccine']",[],[],[],"['for', 'all', 'vaccines', 'were', 'gifting', 'to', 'other', 'nations', 'i', 'doubt', 'our', 'turn', 'for', 'will', 'by', 'in', 'hardworkingtaxpayinghonest', 'citizens', 'usthe', 'future', 'of', 'nation', 'young', 'economy', 'enginesthe', 'blah', 'blah', 'blah', 'effin', 'stress', 'will', 'give', 'me', 'comorbidities']","['vaccine', 'gifting', 'nation', 'doubt', 'turn', 'hardworkingtaxpayinghonest', 'citizen', 'usthe', 'future', 'nation', 'young', 'economy', 'enginesthe', 'blah', 'blah', 'blah', 'effin', 'stress', 'give', 'comorbidities']",0
2020 - When the eldest member of family is contracted with #COVID and Doctor grandson has to enter ICU without Hazmat suit and mask because familiarity seems better medicine than anything else  2021 - Feeling of oneness and vivid vision for tomorrow with 4 #COVIDWarriors in house  https://t.co/RmRXsCsdko,eldest member famili contract doctor grandson enter icu hazmat suit mask familiar better medicin feel one vivid vision tomorrow hous ,"['#COVID', '#COVIDWarriors']",[],['https://t.co/RmRXsCsdko'],[],"['when', 'eldest', 'member', 'of', 'family', 'is', 'contracted', 'with', 'and', 'doctor', 'grandson', 'has', 'to', 'enter', 'icu', 'without', 'hazmat', 'suit', 'and', 'mask', 'because', 'familiarity', 'seems', 'better', 'medicine', 'than', 'anything', 'else', 'feeling', 'of', 'oneness', 'and', 'vivid', 'vision', 'for', 'tomorrow', 'with', 'in', 'house']","['eldest', 'member', 'family', 'contracted', 'doctor', 'grandson', 'enter', 'icu', 'without', 'hazmat', 'suit', 'mask', 'familiarity', 'seems', 'better', 'medicine', 'anything', 'else', 'feeling', 'oneness', 'vivid', 'vision', 'tomorrow', 'house']",0
Be turning up inside Covid sho gbo,turn insid covid sho gbo ,[],[],[],[],"['turning', 'up', 'inside', 'covid', 'sho', 'gbo']","['turning', 'inside', 'covid', 'sho', 'gbo']",0
"@akadhikary  Getting vac at Covid Jumbo facility, it is felt  Govt to initiate #covidvacatdoorstep for super semior citizen 80+,wheel chair bound,bed ridden,critically ill parkinson,alzeimer,cancer, dailysis etc patients at home @PMOIndia @OfficeofUT @MamataOfficial @TOIIndiaNews",vac covid jumbo facil felt govt initi super semior citizen wheel chair boundb riddencrit ill parkinsonalzeimercanc dailysi patient home ,['#covidvacatdoorstep'],"['@akadhikary', '@PMOIndia', '@OfficeofUT', '@MamataOfficial', '@TOIIndiaNews']",[],[],"['getting', 'vac', 'at', 'covid', 'jumbo', 'facility', 'it', 'is', 'felt', 'govt', 'to', 'initiate', 'for', 'super', 'semior', 'citizen', 'wheel', 'chair', 'boundbed', 'riddencritically', 'ill', 'parkinsonalzeimercancer', 'dailysis', 'patients', 'at', 'home']","['getting', 'vac', 'covid', 'jumbo', 'facility', 'felt', 'govt', 'initiate', 'super', 'semior', 'citizen', 'wheel', 'chair', 'boundbed', 'riddencritically', 'ill', 'parkinsonalzeimercancer', 'dailysis', 'patient', 'home']",0
COVID-19: A different variant and poor response by the government leaves Brazil in a state of uncontrolled large scale community transmission.  https://t.co/UacZXgvxHa,covid differ variant poor respons govern leaf brazil state uncontrol larg scale commun transmiss ,[],[],['https://t.co/UacZXgvxHa'],[],"['covid', 'a', 'different', 'variant', 'and', 'poor', 'response', 'by', 'government', 'leaves', 'brazil', 'in', 'a', 'state', 'of', 'uncontrolled', 'large', 'scale', 'community', 'transmission']","['covid', 'different', 'variant', 'poor', 'response', 'government', 'leaf', 'brazil', 'state', 'uncontrolled', 'large', 'scale', 'community', 'transmission']",0
Bharat Biotech begins nasal Covid vaccine trials in India with 175 volunteers during 1 phase of clinical trials. #COVID19 #CovidVaccine  https://t.co/2ZrMwrfRPb,bharat biotech begin nasal covid vaccin trial india volunt phase clinic trial ,"['#COVID19', '#CovidVaccine']",[],['https://t.co/2ZrMwrfRPb'],[],"['bharat', 'biotech', 'begins', 'nasal', 'covid', 'vaccine', 'trials', 'in', 'india', 'with', 'volunteers', 'during', 'phase', 'of', 'clinical', 'trials']","['bharat', 'biotech', 'begin', 'nasal', 'covid', 'vaccine', 'trial', 'india', 'volunteer', 'phase', 'clinical', 'trial']",0
"@Sakina_Qureshi_ @YOUSUF_AZAZ Sakina Qureshi: The Government wants that people should be vegetarian.During Kovid-19, it has been found world over that the  vegetarian people  did not suffer from Covid-19. To cook vegetables,less gas is required but for non-vage,more gas is required. Here also you get benefits",sakina qureshi govern peopl vegetariandur kovid found world vegetarian peopl suffer covid cook vegetablesless requir nonvagemor requir benefit ,[],"['@Sakina_Qureshi_', '@YOUSUF_AZAZ']",[],[],"['sakina', 'qureshi', 'government', 'wants', 'that', 'people', 'should', 'vegetarianduring', 'kovid', 'it', 'has', 'been', 'found', 'world', 'over', 'that', 'vegetarian', 'people', 'did', 'suffer', 'covid', 'to', 'cook', 'vegetablesless', 'gas', 'is', 'required', 'but', 'for', 'nonvagemore', 'gas', 'is', 'required', 'here', 'you', 'benefits']","['sakina', 'qureshi', 'government', 'want', 'people', 'vegetarianduring', 'kovid', 'found', 'world', 'vegetarian', 'people', 'suffer', 'covid', 'cook', 'vegetablesless', 'gas', 'required', 'nonvagemore', 'gas', 'required', 'benefit']",0
"@onevoice_1 @RBReich The last one that was pushed through.  Total.was.900 billion.  700 billion went overseas and full of payments and laws that have Nothing to do with Covid, US taxpayers. Millions for ""gender studies"" in the Middle East, 120 mil to Cambodia. Felony to download pirate music.. Insane",push totalwa billion billion oversea payment law covid taxpay million gender studi middl east mil cambodia feloni download pirat music insan ,[],"['@onevoice_1', '@RBReich']",[],[],"['last', 'one', 'that', 'was', 'pushed', 'through', 'totalwas', 'billion', 'billion', 'went', 'overseas', 'and', 'full', 'of', 'payments', 'and', 'laws', 'that', 'have', 'nothing', 'to', 'with', 'covid', 'us', 'taxpayers', 'millions', 'for', 'gender', 'studies', 'in', 'middle', 'east', 'mil', 'to', 'cambodia', 'felony', 'to', 'download', 'pirate', 'music', 'insane']","['last', 'one', 'pushed', 'totalwas', 'billion', 'billion', 'went', 'overseas', 'full', 'payment', 'law', 'nothing', 'covid', 'u', 'taxpayer', 'million', 'gender', 'study', 'middle', 'east', 'mil', 'cambodia', 'felony', 'download', 'pirate', 'music', 'insane']",0
